id,Cell,CellType,Date,Drug,DrugTime,Episode,EpisodeNum,FileSizeBytes,NumSpikes,NumSpikesAfter,RMP,StimDescription,StimDuration,Stimulus,SweepWindow,TotalSpikes,WCTime,Comment,count
87555,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,2646.55,S1.E19,19,3001668,29,183,-68.6728,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,10000];",2000,[4000. 6000.  200.],50000,212,2769.87,,16
87556,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,2792.5,S1.E20,20,3001669,29,143,-70.3447,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,11000];",2000,[4000. 6000.  200.],50000,172,2915.82,,16
87557,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,2952.75,S1.E21,21,3001669,32,126,-68.232,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,12000];",2000,[4000. 6000.  200.],50000,158,3076.06,,16
87559,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,3374.02,S1.E24,24,3001669,31,121,-69.01100000000001,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,14000];",2000,[4000. 6000.  200.],50000,152,3497.34,,16
87565,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,3811.71,S1.E30,30,3001669,30,87,-69.557,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,13000];",2000,[4000. 6000.  200.],50000,117,3935.02,,16
87566,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,3926.68,S1.E31,31,3001669,31,34,-68.4765,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,12000];",2000,[4000. 6000.  200.],50000,65,4049.99,,16
87567,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,4083.2,S1.E32,32,3001669,31,37,-70.9531,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,11000];",2000,[4000. 6000.  200.],50000,68,4206.51,,16
87569,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,4350.14,S1.E34,34,3001669,31,176,-69.0269,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,10000];",2000,[4000. 6000.  200.],50000,207,4473.45,,16
87570,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,4471.4,S1.E35,35,3001669,31,52,-71.058,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];PulseC -75 [6000,10000];",2000,[4000. 6000.  200.],50000,83,4594.71,,16
87574,Neocortex C.17Jul18,TeA,7/17/2018,2uM CCh + 2/3uM ML297,5008.77,S1.E39,39,3001668,31,164,-68.4377,"DAC0: PulseA -75 [200,1000];PulseB 200 [4000,6000];",2000,[4000. 6000.  200.],50000,195,5132.08,,16
88317,Neocortex D.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,871.582,S1.E8,8,3001698,24,125,-70.5086,"DAC0: PulseA -50 [200,1000];PulseB 400 [2000,4000];",2000,[2000. 4000.  400.],50000,149,1406.68,,4
88318,Neocortex D.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,1036.51,S1.E9,9,3001697,27,164,-69.1677,"DAC0: PulseA -50 [200,1000];PulseB 400 [2000,4000];",2000,[2000. 4000.  400.],50000,191,1571.61,,4
88321,Neocortex D.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,1311.18,S1.E12,12,3001666,31,184,-70.7145,"DAC0: PulseA -50 [200,1000];PulseB 400 [2000,4000];",2000,[2000. 4000.  400.],50000,215,1846.27,,4
88325,Neocortex D.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,1837.16,S1.E16,16,3001666,22,156,-70.0982,"DAC0: PulseA -50 [200,1000];PulseB 400 [2000,4000];",2000,[2000. 4000.  400.],50000,178,2372.25,,4
88365,Neocortex L.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,956.289,S1.E7,7,3001664,27,162,-69.2768,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],50000,189,1073.09,,3
88367,Neocortex L.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,1221.8,S1.E9,9,3001664,28,178,-69.4177,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],50000,206,1338.6,,3
88369,Neocortex L.20Aug18,TeA,8/20/2018,2uM CCh + 2/3uM ML297,1479.38,S1.E11,11,3001666,29,193,-70.4813,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],50000,222,1596.18,,3
88792,Neocortex B.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,397.277,S1.E6,6,3001635,34,213,-69.8402,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],50000,247,558.1990000000001,,4
88793,Neocortex B.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,541.66,S1.E7,7,3001635,33,213,-69.4447,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4500];",2000,[2000. 4000.  200.],50000,246,702.582,,4
88794,Neocortex B.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,720.398,S1.E8,8,2401635,30,76,-70.3235,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4200];",2000,[2000. 4000.  200.],40000,105,881.32,,4
88795,Neocortex B.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,798.82,S1.E9,9,2401635,32,140,-69.9739,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4200];",2000,[2000. 4000.  200.],40000,172,959.742,,4
88798,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,224.668,S1.E3,3,2401634,15,136,-71.4938,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,151,363.09,,15
88799,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,371.68,S1.E4,4,2401634,13,111,-71.0583,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4200];",2000,[2000. 4000.  200.],40000,124,510.102,,15
88800,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,546.02,S1.E5,5,2401634,16,147,-70.9168,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4500];",2000,[2000. 4000.  200.],40000,163,684.441,,15
88801,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,869.691,S1.E6,6,2401634,16,149,-68.9125,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,5000];",2000,[2000. 4000.  200.],40000,165,1008.11,,15
88802,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1022.87,S1.E7,7,2401634,16,156,-69.8189,,2000,[2000. 4000.  200.],40000,172,1161.29,,15
88803,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1155.4,S1.E8,8,2401634,14,159,-70.3175,,2000,[2000. 4000.  200.],40000,173,1293.82,,15
88804,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1258.95,S1.E9,9,2401634,12,154,-70.8848,,2000,[2000. 4000.  200.],40000,166,1397.37,,15
88806,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1447.46,S1.E11,11,2401636,15,140,-68.4607,,2000,[2000. 4000.  200.],40000,155,1585.88,,15
88807,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1590.34,S1.E12,12,2401636,17,140,-69.77199999999999,,2000,[2000. 4000.  200.],40000,157,1728.76,,15
88808,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1758.78,S1.E13,13,2401636,17,139,-69.512,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,156,1897.2,,15
88809,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1897.4,S1.E14,14,2401636,16,121,-70.39,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4200];",2000,[2000. 4000.  200.],40000,137,2035.82,,15
88810,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2007.56,S1.E15,15,2401636,17,119,-71.2172,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4500];",2000,[2000. 4000.  200.],40000,136,2145.98,,15
88811,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2117.7,S1.E16,16,2401637,12,107,-69.889,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,5000];",2000,[2000. 4000.  200.],40000,119,2256.12,,15
88812,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2242.04,S1.E17,17,2401637,15,97,-69.6216,,2000,[2000. 4000.  200.],40000,112,2380.46,,15
88813,Neocortex C.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2374.95,S1.E18,18,2401637,11,52,-68.0854,,2000,[2000. 4000.  200.],40000,63,2513.38,,15
88822,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,716.1410000000001,S1.E8,8,2401634,20,201,-71.0286,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",2000,[2000. 4000.  250.],40000,221,790.449,,26
88823,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,891.0310000000001,S1.E9,9,2401634,22,224,-70.2521,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -100 [4000,4200];",2000,[2000. 4000.  250.],40000,246,965.34,,26
88824,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1019.91,S1.E10,10,2401636,20,224,-70.1048,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -100 [4000,4500];",2000,[2000. 4000.  250.],40000,244,1094.22,,26
88825,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1145.3,S1.E11,11,2401636,20,233,-69.9447,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -150 [4000,5000];",2000,[2000. 4000.  250.],40000,253,1219.61,,26
88826,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1271.15,S1.E12,12,2401636,21,240,-70.4854,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,5000];",2000,[2000. 4000.  250.],40000,261,1345.46,,26
88827,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1376.91,S1.E13,13,2401636,18,243,-70.291,,2000,[2000. 4000.  200.],40000,261,1451.22,,26
88828,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1497.57,S1.E14,14,2401636,20,249,-70.0046,,2000,[2000. 4000.  200.],40000,269,1571.88,,26
88829,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1633.27,S1.E15,15,2401636,21,251,-69.8106,,2000,[2000. 4000.  200.],40000,272,1707.57,,26
88830,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1752.11,S1.E16,16,2401636,22,276,-71.2285,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",2000,[2000. 4000.  250.],40000,298,1826.42,,26
88831,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1895.79,S1.E17,17,2401636,24,285,-71.0855,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,4200];",2000,[2000. 4000.  250.],40000,309,1970.1,,26
88832,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2003.27,S1.E18,18,2401636,22,259,-71.0343,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,4500];",2000,[2000. 4000.  250.],40000,281,2077.57,,26
88833,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2120.18,S1.E19,19,2401636,23,241,-70.2052,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,5000];",2000,[2000. 4000.  250.],40000,264,2194.49,,26
88836,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2400.39,S1.E22,22,2401636,25,258,-68.9541,,2000,[2000. 4000.  250.],40000,283,2474.7,,26
88837,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2546.14,S1.E23,23,2401636,25,260,-70.2663,,2000,[2000. 4000.  250.],40000,285,2620.45,,26
88840,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2838.5,S1.E26,26,2401636,26,284,-70.023,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];",2000,[2000. 4000.  250.],40000,310,2912.81,,26
88841,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2960.23,S1.E27,27,2401636,25,282,-69.9789,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,4200];",2000,[2000. 4000.  250.],40000,307,3034.54,,26
88842,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3076.3,S1.E28,28,2401636,23,264,-70.8585,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,4500];",2000,[2000. 4000.  250.],40000,287,3150.61,,26
88843,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3180.91,S1.E29,29,2401636,24,253,-70.65100000000001,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,5000];",2000,[2000. 4000.  250.],40000,277,3255.21,,26
88844,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3302.03,S1.E30,30,2401636,26,273,-70.1629,,2000,[2000. 4000.  250.],40000,299,3376.34,,26
88845,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3425.29,S1.E31,31,2401635,26,266,-70.196,,2000,[2000. 4000.  250.],40000,292,3499.59,,26
88846,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3561.89,S1.E32,32,2401635,28,265,-69.5275,,2000,[2000. 4000.  250.],40000,293,3636.2,,26
88847,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3718.22,S1.E33,33,2401635,28,287,-69.747,,2000,[2000. 4000.  250.],40000,315,3792.53,,26
88848,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3850.48,S1.E34,34,2401634,28,275,-69.5655,,2000,[2000. 4000.  250.],40000,303,3924.79,,26
88849,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3986.26,S1.E35,35,2401634,27,278,-69.7682,,2000,[2000. 4000.  250.],40000,305,4060.57,,26
88850,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,4080.87,S1.E36,36,2401634,23,278,-70.1408,"DAC0: PulseA -50 [200,1000];PulseB 250 [2000,4000];PulseC -200 [4000,4200];",2000,[2000. 4000.  250.],40000,301,4155.18,,26
88851,Neocortex D.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,4247.82,S1.E37,37,2401635,27,288,-71.3704,,2000,[2000. 4000.  250.],40000,315,4322.12,,26
88859,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,668.078,S1.E8,8,2401634,29,168,-67.5666,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,197,700.461,,19
88860,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,785.52,S1.E9,9,2401635,29,168,-69.3383,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4200];",2000,[2000. 4000.  200.],40000,197,817.9019999999999,,19
88861,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,868.449,S1.E10,10,2401637,29,172,-70.689,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4500];",2000,[2000. 4000.  200.],40000,201,900.832,,19
88862,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,976.32,S1.E11,11,2401637,29,178,-68.14699999999999,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,5000];",2000,[2000. 4000.  200.],40000,207,1008.7,,19
88863,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1091.12,S1.E12,12,2401637,30,167,-69.1666,,2000,[2000. 4000.  200.],40000,197,1123.5,,19
88864,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1245.31,S1.E13,13,2401637,31,192,-69.7029,,2000,[2000. 4000.  200.],40000,223,1277.69,,19
88865,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1348.39,S1.E14,14,2401637,30,212,-67.2554,,2000,[2000. 4000.  200.],40000,242,1380.77,,19
88866,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1448.63,S1.E15,15,2401637,28,174,-70.8508,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,202,1481.02,,19
88867,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1566.47,S1.E16,16,2401637,30,180,-68.6881,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4200];",2000,[2000. 4000.  200.],40000,210,1598.85,,19
88868,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1664.71,S1.E17,17,2401637,28,154,-71.7349,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4500];",2000,[2000. 4000.  200.],40000,182,1697.09,,19
88870,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,1871.52,S1.E19,19,2401637,29,191,-71.1082,,2000,[2000. 4000.  200.],40000,220,1903.91,,19
88873,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2213.39,S1.E22,22,2401637,29,157,-70.8647,,2000,[2000. 4000.  200.],40000,186,2245.77,,19
88874,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2307.99,S1.E23,23,2401637,29,150,-71.1988,,2000,[2000. 4000.  200.],40000,179,2340.38,,19
88875,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2444.54,S1.E24,24,2401637,30,178,-69.3256,,2000,[2000. 4000.  200.],40000,208,2476.92,,19
88876,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2552.06,S1.E25,25,2401637,30,152,-69.4019,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,182,2584.45,,19
88877,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2636.84,S1.E26,26,2401637,30,126,-67.7639,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,5000];",2000,[2000. 4000.  200.],40000,156,2669.22,,19
88878,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2766.53,S1.E27,27,2401636,32,212,-70.1131,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4500];",2000,[2000. 4000.  200.],40000,244,2798.91,,19
88879,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,2873.77,S1.E28,28,2401637,31,145,-70.1942,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4200];",2000,[2000. 4000.  200.],40000,178,2906.15,,19
88881,Neocortex E.19Nov18,TeA,11/19/2018,2uM CCh + 2/3uM ML297,3015.29,S1.E30,30,2401636,32,214,-71.1643,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4200];",2000,[2000. 4000.  200.],40000,246,3047.67,,19
88900,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,333.70300000000003,S1.E9,9,2401668,25,202,-70.388,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,227,529.02,,19
88901,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,459.145,S1.E10,10,2401670,23,159,-69.3765,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -100 [4000,4200];",2000,[2000. 4000.  200.],40000,182,654.461,,19
88902,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,573.242,S1.E11,11,2401670,24,166,-68.3408,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4500];",2000,[2000. 4000.  200.],40000,190,768.559,,19
88903,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,706.242,S1.E12,12,2401670,24,149,-70.2415,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,5000];",2000,[2000. 4000.  200.],40000,173,901.559,,19
88904,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,876.164,S1.E13,13,2401670,23,132,-68.758,,2000,[2000. 4000.  200.],40000,155,1071.48,,19
88905,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1003.09,S1.E14,14,2401670,26,140,-70.5794,,2000,[2000. 4000.  200.],40000,166,1198.41,,19
88906,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1135.11,S1.E15,15,2401670,28,152,-70.0605,,2000,[2000. 4000.  200.],40000,180,1330.43,,19
88907,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1251.56,S1.E16,16,2401670,27,167,-70.6197,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,194,1446.88,,19
88908,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1349.04,S1.E17,17,2401670,28,186,-71.1532,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4200];",2000,[2000. 4000.  200.],40000,214,1544.35,,19
88909,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1481.41,S1.E18,18,2401670,28,184,-69.4171,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4500];",2000,[2000. 4000.  200.],40000,212,1676.73,,19
88910,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1609.04,S1.E19,19,2401670,28,181,-70.553,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,5000];",2000,[2000. 4000.  200.],40000,209,1804.36,,19
88911,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1759.22,S1.E20,20,2401670,30,212,-67.706,,2000,[2000. 4000.  200.],40000,242,1954.54,,19
88912,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1874.7,S1.E21,21,2401670,31,133,-69.4136,,2000,[2000. 4000.  200.],40000,164,2070.02,,19
88913,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2042.14,S1.E22,22,2401670,32,167,-68.7488,,2000,[2000. 4000.  200.],40000,200,2237.46,,19
88915,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2246.84,S1.E24,24,2401670,34,177,-70.2657,,2000,[2000. 4000.  200.],40000,211,2442.15,,19
88918,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2658.66,S1.E27,27,2401670,30,109,-70.2164,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,5000];",2000,[2000. 4000.  200.],40000,139,2853.97,,19
88920,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,2880.09,S1.E29,29,2401670,31,197,-69.7359,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4500];",2000,[2000. 4000.  200.],40000,228,3075.4,,19
88921,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,3018.52,S1.E30,30,2401670,31,174,-71.4016,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];PulseC -150 [4000,4200];",2000,[2000. 4000.  200.],40000,205,3213.83,,19
88922,Neocortex D.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,3186.39,S1.E31,31,2401670,31,179,-70.2238,"DAC0: PulseA -50 [200,1000];PulseB 200 [2000,4000];",2000,[2000. 4000.  200.],40000,210,3381.71,,19
88927,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,412.531,S1.E5,5,2401667,31,159,-68.2088,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];",2000,[2000. 4000.  150.],40000,190,444.27,,22
88930,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,574.031,S1.E8,8,2401667,29,146,-70.2029,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4200];",2000,[2000. 4000.  150.],40000,175,605.77,,22
88931,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,667.113,S1.E9,9,2401667,30,150,-68.8913,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,4500];",2000,[2000. 4000.  150.],40000,180,698.852,,22
88932,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,768.203,S1.E10,10,2401670,30,138,-69.0422,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];PulseC -75 [4000,5000];",2000,[2000. 4000.  150.],40000,168,799.941,,22
88933,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,854.434,S1.E11,11,2401670,30,127,-68.6868,,2000,[2000. 4000.  150.],40000,157,886.172,,22
88934,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,950.09,S1.E12,12,2401670,30,123,-68.499,,2000,[2000. 4000.  150.],40000,153,981.828,,22
88935,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1058.02,S1.E13,13,2401670,30,131,-70.1665,,2000,[2000. 4000.  150.],40000,161,1089.76,,22
88936,Neocortex E.20Nov18,TeA,11/20/2018,2uM CCh + 2/3uM ML297,1156.6,S1.E14,14,2401670,29,132,-69.9194,"DAC0: PulseA -50 [200,1000];PulseB 150 [2000,4000];",2000,[2000. 4000.  150.],40000,161,1188.34,,22
